"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Solanum gardneri","perennial",53,8.562725,0.436505,0.059959,0.005739
"Solanum giganteum","perennial",79,8.849038,0.522047,0.058735,0.00385
"Solanum glabratum","perennial",16,7.015881,0.948791,0.237198,0.019009
"Solanum glaucophyllum","perennial",75,8.781879,0.458491,0.052942,0.004055
"Solanum glutinosum","no_life_form_on_database",13,8.363429,0.490873,0.136144,0.023396
"Solanum goetzei","perennial",27,8.765708,0.316089,0.060831,0.011265
"Solanum grayi","annual",35,8.2021,0.463479,0.078342,0.00869
"Solanum guerreroense","perennial",NA,NA,NA,NA,NA
"Solanum guineense","perennial",15,7.558341,0.771298,0.199148,0.020276
"Solanum gympiense","perennial",8,8.045242,0.584738,0.206736,0.038018
"Solanum habrochaites","perennial",29,8.526723,0.923956,0.171574,0.010488
"Solanum hapalum","perennial",9,8.930009,0.397058,0.132353,0.033794
"Solanum hasslerianum","no_life_form_on_database",23,9.270813,0.174258,0.036335,0.013224
"Solanum havanense","perennial",12,8.98301,0.536883,0.154985,0.025345
"Solanum hayesii","perennial",25,9.75125,0.370037,0.074007,0.012166
"Solanum heinianum","perennial",6,8.291721,0.660552,0.269669,0.05069
"Solanum herculeum","no_life_form_on_database",5,8.117886,0.414875,0.185538,0.060828
"Solanum heterodoxum","annual",54,7.737116,0.521926,0.071025,0.005632
"Solanum heteropodium","no_life_form_on_database",5,8.502384,0.159853,0.071488,0.060828
"Solanum hexandrum","no_life_form_on_database",21,9.263239,0.296386,0.064677,0.014483
"Solanum hibernum","perennial",3,8.127254,0.123042,0.071038,0.101381
"Solanum hieronymi","perennial",52,8.044106,0.506717,0.070269,0.005849
"Solanum hindsianum","no_life_form_on_database",42,6.949748,0.813046,0.125456,0.007241
"Solanum hirtum","perennial",118,9.052317,0.460671,0.042408,0.002577
"Solanum hjertingii","perennial",7,7.751565,0.342319,0.129384,0.043449
"Solanum hoehnei","no_life_form_on_database",10,9.368333,0.335095,0.105966,0.030414
"Solanum hoplopetalum","no_life_form_on_database",49,7.35543,0.408181,0.058312,0.006207
"Solanum horridum","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum hougasii","perennial",6,8.753535,0.138084,0.056373,0.05069
"Solanum humile","perennial",22,6.939065,0.545036,0.116202,0.013825
"Solanum hyporhodium","perennial",3,8.802785,0.04706,0.02717,0.101381
"Solanum hystrix","no_life_form_on_database",19,7.162658,0.276219,0.063369,0.016007
"Solanum immite","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum inaequilaterum","no_life_form_on_database",5,8.902031,0.566639,0.253409,0.060828
"Solanum incamayoense","no_life_form_on_database",1,6.896694,NA,NA,0.304142
"Solanum incanum","perennial",157,7.669934,1.382978,0.110374,0.001925
"Solanum incarceratum","perennial",45,9.103277,0.265795,0.039622,0.006759
"Solanum incompletum","perennial",NA,NA,NA,NA,NA
"Solanum incurvum","no_life_form_on_database",11,9.524077,0.540934,0.163098,0.027649
"Solanum inelegans","no_life_form_on_database",7,8.808891,0.274164,0.103624,0.043449
"Solanum infundibuliforme","no_life_form_on_database",9,7.336768,0.778258,0.259419,0.033794
"Solanum innoxium","perennial",NA,NA,NA,NA,NA
"Solanum iopetalum","perennial",NA,NA,NA,NA,NA
"Solanum jabrense","perennial",16,8.591236,0.334927,0.083732,0.019009
"Solanum jamaicense","perennial",188,9.526481,0.440014,0.032091,0.001618
"Solanum jamesii","perennial",54,7.619504,0.31164,0.042409,0.005632
"Solanum johnsonianum","perennial",2,8.021542,0.013,0.009192,0.152071
"Solanum johnstonii","perennial",5,7.244592,0.210409,0.094098,0.060828
"Solanum jucundum","perennial",31,8.053939,0.169296,0.030406,0.009811
"Solanum juglandifolium","perennial",28,9.478885,0.344766,0.065155,0.010862
"Solanum juvenale","perennial",39,8.394594,0.337892,0.054106,0.007799
"Solanum kurtzianum","no_life_form_on_database",13,7.235913,0.424432,0.117716,0.023396
"Solanum kurzii","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum kwebense","no_life_form_on_database",11,7.545081,0.215003,0.064826,0.027649
"Solanum laciniatum","perennial",109,8.761762,0.541409,0.051858,0.00279
"Solanum lamprocarpum","perennial",6,8.71435,0.156033,0.0637,0.05069
"Solanum lanceifolium","no_life_form_on_database",110,9.158363,0.478522,0.045625,0.002765
"Solanum lanceolatum","perennial",95,8.725003,0.639226,0.065583,0.003201
"Solanum lasiocarpum","perennial",57,9.546989,0.453045,0.060007,0.005336
"Solanum lasiophyllum","no_life_form_on_database",33,7.145224,0.75607,0.131615,0.009216
"Solanum latens","perennial",6,8.171335,0.126254,0.051543,0.05069
"Solanum latiflorum","perennial",12,9.392674,0.222547,0.064244,0.025345
"Solanum laxissimum","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum laxum","perennial",120,9.053384,0.496952,0.045365,0.002535
"Solanum leopoldense","no_life_form_on_database",5,8.200242,0.290467,0.129901,0.060828
"Solanum lepidotum","perennial",94,9.712782,0.407524,0.042033,0.003236
"Solanum leptophyes","no_life_form_on_database",7,8.14674,0.340597,0.128734,0.043449
"Solanum lichtensteinii","perennial",77,8.004308,0.554231,0.06316,0.00395
"Solanum lidii","perennial",4,7.095058,0.961495,0.480748,0.076035
"Solanum lignicaule","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum limitare","perennial",9,8.798498,0.343018,0.114339,0.033794
"Solanum linearifolium","no_life_form_on_database",38,8.616332,0.369859,0.059999,0.008004
"Solanum linnaeanum","perennial",131,8.292317,0.640525,0.055963,0.002322
"Solanum longiconicum","perennial",4,9.952186,0.201765,0.100882,0.076035
"Solanum lucani","annual",57,8.069637,0.476785,0.063152,0.005336
"Solanum lumholtzianum","annual",17,7.687952,0.34891,0.084623,0.017891
"Solanum luteoalbum","perennial",12,8.855,0.508559,0.146808,0.025345
"Solanum lycocarpum","perennial",137,9.098854,0.260914,0.022291,0.00222
"Solanum lycopersicoides","perennial",6,7.321604,0.775423,0.316565,0.05069
"Solanum lycopersicum","perennial",16,8.492042,1.613405,0.403351,0.019009
"Solanum lyratum","no_life_form_on_database",171,9.191201,0.739537,0.056554,0.001779
"Solanum lythrocarpum","perennial",1,8.253748,NA,NA,0.304142
"Solanum macoorai","perennial",8,9.329998,0.381428,0.134855,0.038018
"Solanum macrocarpon","no_life_form_on_database",57,9.090816,0.454267,0.060169,0.005336
"Solanum maglia","no_life_form_on_database",8,8.067714,1.028113,0.363493,0.038018
"Solanum mahoriense","no_life_form_on_database",2,9.113125,0.425293,0.300728,0.152071
"Solanum mammosum","no_life_form_on_database",155,9.399311,0.641534,0.051529,0.001962
"Solanum mapiriense","perennial",3,9.315378,0.13494,0.077908,0.101381
"Solanum marginatum","perennial",5,8.725082,0.283822,0.126929,0.060828
"Solanum marinasense","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum maternum","perennial",7,8.711474,0.616046,0.232844,0.043449
"Solanum mauritianum","perennial",220,9.027457,0.574448,0.038729,0.001382
"Solanum megalonyx","perennial",50,8.707776,0.369566,0.052265,0.006083
"Solanum megistacrolobum","no_life_form_on_database",19,7.719551,0.576342,0.132222,0.016007
"Solanum melanospermum","no_life_form_on_database",16,7.408929,0.469927,0.117482,0.019009
"Solanum melissarum","perennial",37,9.316917,0.316549,0.05204,0.00822
"Solanum melongena","perennial",270,8.672066,0.809904,0.049289,0.001126
"Solanum microdontum","no_life_form_on_database",22,7.806705,0.634015,0.135172,0.013825
"Solanum microphyllum","perennial",2,8.308615,0.414771,0.293287,0.152071
"Solanum mitchellianum","perennial",23,8.073695,0.170946,0.035645,0.013224
"Solanum mite","perennial",66,9.610383,0.434229,0.05345,0.004608
"Solanum mitlense","no_life_form_on_database",18,8.587071,0.497137,0.117176,0.016897
"Solanum monachophyllum","perennial",72,9.53179,0.334782,0.039454,0.004224
"Solanum monarchostemon","no_life_form_on_database",11,10.11529,0.285415,0.086056,0.027649
"Solanum montanum","no_life_form_on_database",15,5.712649,1.857707,0.479658,0.020276
"Solanum morelliforme","perennial",17,8.884232,0.345584,0.083816,0.017891
"Solanum mortonii","no_life_form_on_database",1,7.70886,NA,NA,0.304142
"Solanum moscopanum","no_life_form_on_database",3,9.686358,0.18995,0.109668,0.101381
"Solanum moxosense","no_life_form_on_database",3,9.066265,0.568582,0.328271,0.101381
"Solanum multifidum","annual",11,5.205013,1.634329,0.492769,0.027649
"Solanum multiinterruptum","no_life_form_on_database",1,7.929487,NA,NA,0.304142
"Solanum multispinum","no_life_form_on_database",12,8.526506,0.334661,0.096608,0.025345
"Solanum multivenosum","perennial",5,10.177746,0.349177,0.156157,0.060828
"Solanum muricatum","perennial",32,8.732576,1.204648,0.212954,0.009504
"Solanum myoxotrichum","perennial",10,9.234944,0.276314,0.087378,0.030414
"Solanum myriacanthum","perennial",49,9.074742,0.528721,0.075532,0.006207
"Solanum nakurense","no_life_form_on_database",13,8.863865,0.361236,0.100189,0.023396
"Solanum nemophilum","perennial",22,8.185108,0.350936,0.07482,0.013825
"Solanum nemorense","perennial",40,9.741799,0.375256,0.059333,0.007604
"Solanum neoanglicum","no_life_form_on_database",5,8.828884,0.17755,0.079403,0.060828
"Solanum neorickii","perennial",9,8.583726,0.369527,0.123176,0.033794
"Solanum nigriviolaceum","perennial",4,9.069857,0.231676,0.115838,0.076035
"Solanum nigrum","annual",802,8.757624,0.86656,0.030599,0.000379
"Solanum nitidum","perennial",37,8.502428,1.106888,0.181971,0.00822
"Solanum nobile","perennial",6,8.940618,0.257062,0.104945,0.05069
"Solanum nummularium","no_life_form_on_database",52,7.003846,0.30291,0.042006,0.005849
"Solanum obliquum","no_life_form_on_database",18,9.675267,0.415561,0.097949,0.016897
"Solanum occultum","perennial",31,9.853982,0.450464,0.080906,0.009811
"Solanum ochranthum","perennial",21,9.323222,0.424725,0.092683,0.014483
"Solanum ochrophyllum","perennial",15,8.90624,0.309384,0.079883,0.020276
"Solanum oedipus","no_life_form_on_database",3,8.563462,0.107761,0.062216,0.101381
"Solanum okadae","no_life_form_on_database",4,7.948221,0.968961,0.48448,0.076035
"Solanum oldfieldii","no_life_form_on_database",34,7.328453,0.405432,0.069531,0.008945
"Solanum oligacanthum","perennial",36,6.696801,0.63308,0.105513,0.008448
"Solanum opacum","annual",109,8.643681,0.712846,0.068278,0.00279
"Solanum oplocense","no_life_form_on_database",8,7.449792,0.550264,0.194548,0.038018
"Solanum orbiculatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum ovigerum","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum oxycarpum","perennial",14,9.435689,0.577594,0.154368,0.021724
"Solanum oxyphyllum","perennial",20,9.915409,0.469252,0.104928,0.015207
"Solanum palinacanthum","perennial",177,8.920089,0.466734,0.035082,0.001718
"Solanum palitans","annual",35,8.097137,0.623378,0.10537,0.00869
"Solanum pallidum","no_life_form_on_database",19,8.926731,0.440696,0.101103,0.016007
"Solanum paludosum","perennial",69,9.227048,0.421774,0.050776,0.004408
"Solanum palustre","perennial",3,8.818806,0.723139,0.417504,0.101381
"Solanum pampasense","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum pancheri","perennial",NA,NA,NA,NA,NA
"Solanum panduriforme","perennial",NA,NA,NA,NA,NA
"Solanum paniculatum","no_life_form_on_database",225,8.948553,0.424374,0.028292,0.001352
"Solanum papaverifolium","perennial",16,8.215999,0.22605,0.056512,0.019009
"Solanum paposanum","perennial",8,6.19497,1.854366,0.655617,0.038018
"Solanum paraibanum","perennial",9,9.020145,0.382754,0.127585,0.033794
"Solanum pascoense","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum pectinatum","no_life_form_on_database",30,9.631786,0.581529,0.106172,0.010138
"Solanum pedemontanum","no_life_form_on_database",39,9.87521,0.301535,0.048284,0.007799
"Solanum pendulum","no_life_form_on_database",20,9.513199,0.250926,0.056109,0.015207
"Solanum pennellii","perennial",19,5.904272,2.247259,0.515557,0.016007
"Solanum peruvianum","perennial",33,6.314541,1.955977,0.340492,0.008945
"Solanum petraeum","no_life_form_on_database",10,8.382649,0.164226,0.051933,0.030414
"Solanum petrophilum","no_life_form_on_database",71,7.025982,0.418663,0.049686,0.004284
"Solanum phaseoloides","no_life_form_on_database",14,9.690269,0.393067,0.105052,0.021724
"Solanum phlomoides","no_life_form_on_database",34,7.023624,0.251211,0.043082,0.008945
"Solanum physalifolium","no_life_form_on_database",151,8.664201,0.680775,0.055401,0.002014
"Solanum pimpinellifolium","no_life_form_on_database",52,7.764568,1.752485,0.243026,0.005849
"Solanum pinetorum","perennial",17,9.461295,0.161207,0.039098,0.017891
"Solanum pinnatisectum","perennial",8,8.183341,0.372212,0.131597,0.038018
"Solanum piurae","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum platense","perennial",NA,NA,NA,NA,NA
"Solanum pluviale","perennial",2,9.986505,0.268137,0.189601,0.152071
"Solanum poinsettiifolium","no_life_form_on_database",20,9.343164,0.404231,0.090389,0.015207
"Solanum polyadenium","perennial",16,8.420066,0.525252,0.131313,0.019009
"Solanum polytrichum","no_life_form_on_database",25,8.961735,0.434541,0.086908,0.012166
"Solanum prinophyllum","no_life_form_on_database",33,8.781208,0.337717,0.058789,0.009216
"Solanum proteanthum","perennial",37,9.449546,0.372564,0.061249,0.00822
"Solanum pseudocapsicum","perennial",417,8.837411,0.567412,0.027786,0.000729
"Solanum pseudolulo","perennial",20,9.679843,0.474757,0.106159,0.015207
"Solanum ptychanthum","no_life_form_on_database",200,8.936693,0.496218,0.035088,0.001521
"Solanum pubigerum","perennial",46,8.655661,0.562253,0.0829,0.006612
"Solanum pungetium","no_life_form_on_database",18,8.781551,0.246908,0.058197,0.016897
"Solanum pyracanthos","perennial",NA,NA,NA,NA,NA
"Solanum quadrangulare","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum quadriloculatum","perennial",158,7.099578,0.523006,0.041608,0.001925
"Solanum quitoense","perennial",56,9.452914,0.673718,0.090029,0.005431
"Solanum raphanifolium","no_life_form_on_database",3,8.826663,0.261668,0.151074,0.101381
"Solanum reductum","perennial",11,8.165594,0.410107,0.123652,0.027649
"Solanum reflexiflorum","no_life_form_on_database",15,8.851711,0.44491,0.114875,0.020276
"Solanum refractum","no_life_form_on_database",34,8.682708,0.358843,0.061541,0.008945
"Solanum repandum","perennial",NA,NA,NA,NA,NA
"Solanum reptans","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum retroflexum","annual",65,8.1458,0.65569,0.081328,0.004679
"Solanum rhytidoandrum","perennial",89,8.998531,0.506931,0.053735,0.003417
"Solanum rigescentoides","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum riojense","no_life_form_on_database",7,7.176163,0.642636,0.242894,0.043449
"Solanum rixosum","perennial",8,8.722687,0.405081,0.143218,0.038018
"Solanum robustum","perennial",60,9.107045,0.267687,0.034558,0.005069
"Solanum roseum","perennial",7,9.240818,0.147888,0.055896,0.043449
"Solanum rostratum","annual",554,8.268559,0.726859,0.030881,0.000549
"Solanum rovirosanum","perennial",32,9.443866,0.456994,0.080786,0.009504
"Solanum rudepannum","no_life_form_on_database",126,9.200384,0.579823,0.051655,0.002414
"Solanum rugosum","perennial",183,9.590662,0.36394,0.026903,0.001662
"Solanum rupincola","no_life_form_on_database",20,9.138579,0.330378,0.073875,0.015207
"Solanum sandwicense","perennial",2,8.931837,0.496008,0.350731,0.152071
"Solanum santolallae","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum savanillense","perennial",3,9.149643,0.186735,0.107812,0.101381
"Solanum scabrifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum scabrum","annual",69,8.780571,0.922134,0.111012,0.004408
"Solanum schenckii","perennial",7,8.57318,0.396014,0.149679,0.043449
"Solanum schimperianum","perennial",19,7.672037,0.872118,0.200078,0.016007
"Solanum schlechtendalianum","perennial",253,9.494213,0.474863,0.029854,0.001202
"Solanum schomburgkii","no_life_form_on_database",12,9.468754,0.223259,0.064449,0.025345
"Solanum sciadostylis","perennial",25,9.392958,0.173479,0.034696,0.012166
"Solanum sejunctum","no_life_form_on_database",1,8.802673,NA,NA,0.304142
"Solanum semiarmatum","perennial",14,8.310551,0.363035,0.097025,0.021724
"Solanum sendtnerianum","no_life_form_on_database",23,9.747264,0.095253,0.019862,0.013224
"Solanum serpens","perennial",1,9.30783,NA,NA,0.304142
"Solanum sessiliflorum","perennial",94,9.811423,0.457629,0.047201,0.003236
"Solanum sessilistellatum","no_life_form_on_database",6,9.083123,0.327331,0.133632,0.05069
"Solanum sibundoyense","perennial",NA,NA,NA,NA,NA
"Solanum simile","perennial",85,7.729632,0.539656,0.058534,0.003578
"Solanum sisymbriifolium","no_life_form_on_database",372,8.95129,0.539615,0.027978,0.000818
"Solanum sitiens","no_life_form_on_database",3,4.298881,0.775078,0.447491,0.101381
"Solanum sparsipilum","no_life_form_on_database",9,8.343798,0.319374,0.106458,0.033794
"Solanum spegazzinii","no_life_form_on_database",15,6.905317,0.59622,0.153943,0.020276
"Solanum stagnale","perennial",7,9.207117,0.51653,0.19523,0.043449
"Solanum stellativelutinum","no_life_form_on_database",1,8.578665,NA,NA,0.304142
"Solanum stelligerum","perennial",54,8.507153,0.542214,0.073786,0.005632
"Solanum stenandrum","perennial",32,8.782456,0.36891,0.065215,0.009504
"Solanum stenophyllidium","perennial",19,8.072964,0.302955,0.069503,0.016007
"Solanum stenopterum","perennial",7,8.073365,0.128129,0.048428,0.043449
"Solanum stoloniferum","perennial",81,8.17608,0.51836,0.057596,0.003755
"Solanum stramoniifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum stuckertii","perennial",27,8.084831,0.55741,0.107274,0.011265
"Solanum stupefactum","perennial",2,8.542605,0.12736,0.090057,0.152071
"Solanum sturtianum","perennial",111,6.933859,0.430032,0.040817,0.00274
"Solanum subinerme","no_life_form_on_database",206,9.513379,0.397684,0.027708,0.001476
"Solanum subpanduratum","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum sucrense","no_life_form_on_database",5,7.818239,0.342913,0.153355,0.060828
"Solanum supinum","perennial",32,7.623032,0.414583,0.073289,0.009504
"Solanum symonii","perennial",40,7.747849,0.584695,0.092448,0.007604
"Solanum taeniotrichum","perennial",3,9.815303,0.432456,0.249679,0.101381
"Solanum talarense","no_life_form_on_database",2,7.522502,0.902291,0.638016,0.152071
"Solanum tampicense","perennial",50,9.045701,0.484302,0.068491,0.006083
"Solanum tarijense","no_life_form_on_database",8,7.890991,0.4016,0.141987,0.038018
"Solanum tegore","perennial",14,9.687354,0.13068,0.034926,0.021724
"Solanum tenuipes","perennial",NA,NA,NA,NA,NA
"Solanum tenuisetosum","perennial",33,9.622942,0.391403,0.068135,0.009216
"Solanum tenuispinum","no_life_form_on_database",26,8.559161,0.553209,0.108493,0.011698
"Solanum terminale","perennial",135,9.2062,0.390105,0.033575,0.002253
"Solanum ternatum","perennial",43,9.292402,0.479971,0.073195,0.007073
"Solanum tetramerum","perennial",5,8.75532,0.404581,0.180934,0.060828
"Solanum tetrathecum","perennial",22,8.154479,0.253647,0.054078,0.013825
"Solanum thelopodium","perennial",68,9.855945,0.410727,0.049808,0.004473
"Solanum thomasiifolium","no_life_form_on_database",43,8.801421,0.418033,0.063749,0.007073
"Solanum thruppii","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum tobagense","perennial",NA,NA,NA,NA,NA
"Solanum toliaraea","perennial",6,8.740816,0.756184,0.308711,0.05069
"Solanum tomentosum","perennial",44,7.747053,0.710806,0.107158,0.006912
"Solanum torvum","perennial",546,9.240133,0.535608,0.022922,0.000557
"Solanum tredecimgranum","no_life_form_on_database",2,7.858998,1.788393,1.264585,0.152071
"Solanum tribulosum","perennial",5,8.04677,0.49841,0.222896,0.060828
"Solanum tridynamum","no_life_form_on_database",66,8.315939,0.605556,0.074539,0.004608
"Solanum triflorum","annual",355,7.938861,0.609106,0.032328,0.000857
"Solanum tripartitum","no_life_form_on_database",22,7.666893,0.77117,0.164414,0.013825
"Solanum trisectum","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum tuberosum","perennial",30,9.27369,0.52084,0.095092,0.010138
"Solanum tudununggae","no_life_form_on_database",5,8.267363,0.233609,0.104473,0.060828
"Solanum tundalomense","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum turneroides","no_life_form_on_database",29,8.662985,0.46273,0.085927,0.010488
"Solanum ugentii","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum uncinellum","perennial",154,9.527565,0.403651,0.032527,0.001975
"Solanum unilobum","perennial",11,9.284421,0.292885,0.088308,0.027649
"Solanum ursinum","no_life_form_on_database",14,8.935,0.361955,0.096737,0.021724
"Solanum urticans","no_life_form_on_database",13,9.312968,0.496226,0.137628,0.023396
"Solanum vaccinioides","perennial",1,9.22444,NA,NA,0.304142
"Solanum valdiviense","perennial",13,9.667701,0.423935,0.117578,0.023396
"Solanum vansittartense","no_life_form_on_database",2,8.531373,0.225478,0.159437,0.152071
"Solanum vernei","no_life_form_on_database",13,7.925218,0.7933,0.220022,0.023396
"Solanum verrucosum","perennial",31,8.484441,0.534499,0.095999,0.009811
"Solanum vescum","perennial",54,8.754313,0.421362,0.05734,0.005632
"Solanum vespertilio","perennial",NA,NA,NA,NA,NA
"Solanum vestissimum","perennial",26,9.285988,0.427622,0.083864,0.011698
"Solanum viarum","perennial",213,9.205208,0.414939,0.028431,0.001428
"Solanum vicinum","perennial",12,8.945076,0.243479,0.070286,0.025345
"Solanum villosum","annual",177,8.104753,1.104646,0.08303,0.001718
"Solanum violaceimarmoratum","no_life_form_on_database",5,8.907442,0.255295,0.114171,0.060828
"Solanum violaceum","perennial",71,9.212771,0.52262,0.062024,0.004284
"Solanum viridifolium","perennial",23,8.945754,0.496538,0.103535,0.013224
"Solanum wallacei","no_life_form_on_database",7,7.484364,0.502711,0.190007,0.043449
"Solanum wendlandii","perennial",90,9.125513,0.583144,0.061469,0.003379
"Solanum whalenii","perennial",8,8.704992,0.572974,0.202577,0.038018
"Solanum wrightii","perennial",67,9.209187,0.434122,0.053036,0.004539
"Solanum yungasense","no_life_form_on_database",NA,NA,NA,NA,NA
"Streptosolen jamesonii","perennial",11,8.764295,0.414347,0.12493,0.027649
"Symonanthus aromaticus","perennial",5,7.43093,0.11708,0.05236,0.060828
"Symonanthus bancroftii","perennial",3,7.512996,0.267891,0.154667,0.101381
"Trianaea speciosa","perennial",19,9.370211,0.429417,0.098515,0.016007
"Tsoala tubiflora","perennial",9,8.723136,0.104345,0.034782,0.033794
"Tzeltalia amphitricha","perennial",4,9.525945,0.538823,0.269412,0.076035
"Tzeltalia calidaria","perennial",NA,NA,NA,NA,NA
"Vassobia breviflora","perennial",103,8.898509,0.593657,0.058495,0.002953
"Vassobia dichotoma","perennial",12,9.114011,0.315167,0.090981,0.025345
"Vestia foetida","perennial",6,9.05563,0.84183,0.343676,0.05069
"Vestia lycioides","perennial",2,8.066454,0.950296,0.671961,0.152071
"Withania coagulans","perennial",8,7.486284,0.86737,0.306662,0.038018
"Withania somnifera","perennial",168,7.631282,1.007062,0.077697,0.00181
"Witheringia cuneata","no_life_form_on_database",22,9.534604,0.53172,0.113363,0.013825
"Witheringia macrantha","no_life_form_on_database",9,9.933805,0.168898,0.056299,0.033794
"Witheringia meiantha","perennial",35,9.522496,0.423387,0.071565,0.00869
"Witheringia solanacea","perennial",188,9.545361,0.531898,0.038793,0.001618
